school_id,name,suburb,state,postcode,sector,school_type,website,year_range,teaching_staff,non_teaching_staff,total_enrolments,girls_enrolments,boys_enrolments
42793,Mount Keira Public School,Mount Keira,NSW,2500,Government,Primary,http://www.mtkeira-p.schools.nsw.edu.au,K-6,4.7,1.4,88,40,48
42794,Mount Kembla Public School,Mount Kembla,NSW,2526,Government,Primary,http://www.mtkembla-p.schools.nsw.edu.au,K-6,7.2,1.7,127,62,65
42795,Nimmitabel Public School,Nimmitabel,NSW,2631,Government,Primary,http://www.nimmitabel-p.schools.nsw.edu.au,K-6,2.6,0.9,30,17,13
42796,Narooma Public School,Narooma,NSW,2546,Government,Primary,http://www.narooma-p.schools.nsw.edu.au,K-6,23.3,4.4,441,202,239
42797,Nowra Public School,Nowra,NSW,2541,Government,Primary,http://www.nowra-p.schools.nsw.edu.au,"U, K-6",38.8,8.5,628,311,317
42799,Otford Public School,Otford,NSW,2508,Government,Primary,http://www.otford-p.schools.nsw.edu.au,K-6,3.6,1.4,57,18,39
42800,Pambula Public School,Pambula,NSW,2549,Government,Primary,http://www.pambula-p.schools.nsw.edu.au/,"U, K-6",22.1,5.9,337,155,182
42801,Penrose Public School,Penrose,NSW,2579,Government,Primary,http://www.penrose-p.schools.nsw.edu.au,K-6,1.3,1,15,11,4
42802,Port Kembla Public School,Port Kembla,NSW,2505,Government,Primary,http://www.pkps.nsw.edu.au,K-6,14.8,2.5,274,143,131
42803,Primbee Public School,Primbee,NSW,2502,Government,Primary,http://www.primbee-p.schools.nsw.edu.au,K-6,6.4,1.6,117,48,69
42804,Quaama Public School,Quaama,NSW,2550,Government,Primary,http://www.quaama-p.schools.nsw.edu.au,K-6,3.6,1.4,62,36,26
42805,Queanbeyan Public School,Queanbeyan,NSW,2620,Government,Primary,http://www.queanbeyan-p.schools.nsw.edu.au,"U, K-6",49.6,10.8,775,391,384
42807,Robertson Public School,Robertson,NSW,2577,Government,Primary,http://www.robertson-p.schools.nsw.edu.au,K-6,9,2,153,80,73
42808,Rye Park Public School,Rye Park,NSW,2586,Government,Primary,http://www.ryepark-p.schools.nsw.edu.au,K-6,1.3,1,13,7,6
42809,Scarborough Public School,Scarborough,NSW,2515,Government,Primary,http://www.scarboroug-p.schools.nsw.edu.au,K-6,4.1,1.4,70,38,32
42810,Shellharbour Public School,Shellharbour,NSW,2529,Government,Primary,http://www.shellharb-p.schools.nsw.edu.au,K-6,25.2,3.4,479,223,256
42811,Stanwell Park Public School,Stanwell Park,NSW,2508,Government,Primary,http://www.stanwellpk-p.schools.nsw.edu.au/,K-6,8.2,1.9,154,78,76
42812,Warrawong Public School,Warrawong,NSW,2502,Government,Primary,http://www.warrawong-p.schools.nsw.edu.au,"U, K-6",19.5,5.5,280,135,145
42813,Sutton Public School,Sutton,NSW,2620,Government,Primary,http://www.sutton-p.schools.nsw.edu.au,K-6,14.2,2.5,266,135,131
42815,Tallong Public School,Tallong,NSW,2579,Government,Primary,http://www.tallong-p.schools.nsw.edu.au,K-6,3.6,1.4,65,23,42
42816,Tanja Public School,Tanja,NSW,2550,Government,Primary,http://www.tanja-p.schools.nsw.edu.au,K-6,1.3,1.2,17,6,11
42817,Tarago Public School,Tarago,NSW,2580,Government,Primary,http://www.tarago-p.schools.nsw.edu.au,K-6,2.6,0.9,40,17,23
42818,Taralga Public School,Taralga,NSW,2580,Government,Primary,http://www.taralga-p.schools.nsw.edu.au,K-6,2.6,0.9,34,14,20
42819,Tathra Public School,Tathra,NSW,2550,Government,Primary,http://www.tathra-p.schools.nsw.edu.au,K-6,12.4,2.3,213,111,102
42820,Terara Public School,Terara,NSW,2540,Government,Primary,http://www.terara-p.schools.nsw.edu.au,K-6,5.3,1.4,88,50,38
42821,Thirroul Public School,Thirroul,NSW,2515,Government,Primary,http://www.thirroul-p.schools.nsw.edu.au,K-6,24.3,3.3,472,209,263
42822,Central Tilba Public School,Central Tilba,NSW,2546,Government,Primary,http://www.centrtilba-p.schools.nsw.edu.au,K-6,2.5,0.9,38,12,26
42823,Tirranna Public School,Goulburn,NSW,2580,Government,Primary,http://www.tirranna-p.schools.nsw.edu.au,K-6,1.3,1.1,12,6,6
42824,Tomerong Public School,Tomerong,NSW,2540,Government,Primary,http://www.tomerong-p.schools.nsw.edu.au/,K-6,8.9,1.7,149,64,85
42825,Towamba Public School,Towamba,NSW,2550,Government,Primary,http://www.towamba-p.schools.nsw.edu.au,K-6,1.4,1.1,18,6,12
42826,Ulladulla Public School,Ulladulla,NSW,2539,Government,Primary,http://www.ulladulla-p.schools.nsw.edu.au,"U, K-6",39.4,8.5,735,363,372
42827,Unanderra Public School,Cordeaux Heights,NSW,2526,Government,Primary,http://www.unanderra-p.schools.nsw.edu.au,K-6,22.1,3.4,401,192,209
42828,Wee Jasper Public School,Wee Jasper,NSW,2582,Government,Primary,http://www.weejasper-p.schools.nsw.edu.au,K-6,1.3,0.9,6,1,5
42829,Windellama Public School,Goulburn,NSW,2580,Government,Primary,http://www.windellama-p.schools.nsw.edu.au,K-6,1.4,1,23,14,9
42830,Wingello Public School,Wingello,NSW,2579,Government,Primary,http://www.wingello-p.schools.nsw.edu.au,K-6,2.5,0.9,33,20,13
42831,Wollongong West Public School,Wollongong,NSW,2500,Government,Primary,http://wwps.nsw.edu.au,K-6,16,2.3,229,117,112
42832,Wolumla Public School,Wolumla,NSW,2550,Government,Primary,http://www.wolumla-p.schools.nsw.edu.au,K-6,4.9,1.4,66,40,26
42833,Woonona Public School,Woonona,NSW,2517,Government,Primary,http://www.woonona-p.schools.nsw.edu.au,K-6,29.2,4,533,253,280
42834,Wyndham Public School,Wyndham,NSW,2550,Government,Primary,http://www.wyndham-p.schools.nsw.edu.au,K-6,1.7,0.9,21,12,9
42835,Yass Public School,Yass,NSW,2582,Government,Primary,http://www.yass-p.schools.nsw.edu.au,K-6,16.2,2.5,286,129,157
42836,Sussex Inlet Public School,Sussex Inlet,NSW,2540,Government,Primary,http://www.sussexinle-p.schools.nsw.edu.au,K-6,12.8,2.4,238,121,117
42837,St Georges Basin Public School,Basin View,NSW,2540,Government,Primary,http://www.stgeorgesbasin-ps.com.au/,"U, K-6",23.1,5.2,428,215,213
42838,Goulburn West Public School,Goulburn,NSW,2580,Government,Primary,http://www.goulburnw-p.schools.nsw.edu.au,K-6,22.6,3.1,427,212,215
42839,Tarrawanna Public School,Tarrawanna,NSW,2518,Government,Primary,http://www.tarrawanna-p.schools.nsw.edu.au,K-6,7.4,1.7,124,67,57
42840,Gwynneville Public School,Gwynneville,NSW,2500,Government,Primary,http://www.gwynnevill-p.schools.nsw.edu.au,K-6,13.7,2.5,232,110,122
42841,Oak Flats Public School,Oak Flats,NSW,2529,Government,Primary,http://www.oakflats-p.schools.nsw.edu.au,P-6,25,4.6,432,237,195
42842,Towradgi Public School,Fairy Meadow,NSW,2519,Government,Primary,http://www.towradgi-p.schools.nsw.edu.au,"U, K-6",11.7,4.4,153,65,88
42843,Lake Illawarra South Public School,Lake Illawarra,NSW,2528,Government,Primary,http://www.lakeillaws-p.schools.nsw.edu.au,K-6,14,2.4,241,120,121
42844,Greenwell Point Public School,Greenwell Point,NSW,2540,Government,Primary,http://www.greenwelpt-p.schools.nsw.edu.au,K-6,4.8,1.4,86,47,39
42845,Corrimal East Public School,Corrimal,NSW,2518,Government,Primary,http://www.corrimale-p.schools.nsw.edu.au,"U, K-6",15,5.4,212,104,108
42846,Mount St Thomas Public School,Wollongong,NSW,2500,Government,Primary,http://www.mtstthomas-p.schools.nsw.edu.au,K-6,17.7,2.9,335,161,174
42847,Cooma North Public School,Cooma North,NSW,2630,Government,Primary,http://www.coomanth-p.schools.nsw.edu.au,K-6,17.4,2.9,327,160,167
42848,Wollongong Public School,Wollongong,NSW,2500,Government,Primary,http://www.wollongong-p.schools.nsw.edu.au,K-6,24.2,3.3,459,216,243
42849,Waniora Public School,Bulli,NSW,2516,Government,Primary,http://www.waniora-p.schools.nsw.edu.au,"U, K-6",18.9,3.9,356,169,187
42850,Figtree Public School,Figtree,NSW,2525,Government,Primary,http://www.figtree-p.schools.nsw.edu.au,"U, K-6",18.2,5.9,298,158,140
42851,Russell Vale Public School,Russell Vale,NSW,2517,Government,Primary,http://www.russellval-p.schools.nsw.edu.au,K-6,13.1,2.5,256,130,126
42852,Farmborough Road Public School,Unanderra,NSW,2526,Government,Primary,http://www.farmborord-p.schools.nsw.edu.au,"U, K-6",15.2,5,194,88,106
42853,Bellambi Public School,Bellambi,NSW,2518,Government,Primary,http://www.bellambi-p.schools.nsw.edu.au,K-6,12.9,1.9,165,85,80
42854,Warilla Public School,Warilla,NSW,2528,Government,Primary,http://www.warilla-p.schools.nsw.edu.au,K-6,14.1,2.5,253,119,134
42855,Lake Heights Public School,Lake Heights,NSW,2502,Government,Primary,http://www.lakeheight-p.schools.nsw.edu.au/sws/view/home.node,K-6,8.7,1.6,148,72,76
42856,Cringila Public School,Cringila,NSW,2502,Government,Primary,http://www.cringila-p.schools.nsw.edu.au,K-6,14.7,2.3,155,82,73
42857,Lindsay Park Public School,Wollongong,NSW,2500,Government,Primary,http://www.lindsaypk-p.schools.nsw.edu.au/,K-6,20.6,3,409,190,219
42858,Kemblawarra Public School,Port Kembla,NSW,2505,Government,Primary,http://www.kemblawarr-p.schools.nsw.edu.au,"U, P-6",14,9.9,105,41,64
42859,Mount Ousley Public School,Fairy Meadow,NSW,2519,Government,Primary,http://www.mtousley-p.schools.nsw.edu.au,K-6,12,2.4,217,104,113
42860,Nowra Hill Public School,Nowra,NSW,2541,Government,Primary,http://www.nowrahill-p.schools.nsw.edu.au,K-6,9.2,1.9,174,83,91
42861,Albion Park Rail Public School,Albion Park,NSW,2527,Government,Primary,http://www.albionpkr-p.schools.nsw.edu.au,"U, K-6",26.3,7.8,348,158,190
42862,Queanbeyan West Public School,Queanbeyan,NSW,2620,Government,Primary,http://www.queanbeyaw-p.schools.nsw.edu.au,"U, K-6",30.4,7.3,430,199,231
42864,Berkeley West Public School,Berkeley,NSW,2506,Government,Primary,http://www.berkeleyw-p.schools.nsw.edu.au,K-6,11.7,2,195,107,88
42865,Illaroo Road Public School,North Nowra,NSW,2541,Government,Primary,http://www.illaroo-p.schools.nsw.edu.au,"U, K-6",30,6,538,275,263
42866,Nowra East Public School,Nowra East,NSW,2541,Government,Primary,http://www.nowraeast-p.schools.nsw.edu.au,"U, P-6",30,10.2,373,181,192
42867,Lakelands Public School,Dapto,NSW,2530,Government,Primary,http://www.lakelands-p.schools.nsw.edu.au,K-6,17.7,2.8,307,157,150
42868,Balarang Public School,Oak Flats,NSW,2529,Government,Primary,http://www.balarang-p.schools.nsw.edu.au,K-6,15.4,2.7,274,135,139
42869,Woonona East Public School,Woonona,NSW,2517,Government,Primary,http://www.woononaest-p.schools.nsw.edu.au,K-6,12.1,2.4,219,94,125
42870,Warilla North Public School,Warilla,NSW,2528,Government,Primary,http://www.warillanth-p.schools.nsw.edu.au,K-6,9.1,2.1,151,74,77
42871,Pleasant Heights Public School,Mount Pleasant,NSW,2519,Government,Primary,http://www.pleasantht-p.schools.nsw.edu.au,K-6,13,2.4,254,129,125
42872,Queanbeyan East Public School,Queanbeyan,NSW,2620,Government,Primary,http://www.queanbeyae-p.schools.nsw.edu.au,"U, K-6",12.2,3.4,198,81,117
42873,Queanbeyan South Public School,Queanbeyan,NSW,2620,Government,Primary,http://www.queanbeyas-p.schools.nsw.edu.au,"U, K-6",24.9,7.5,377,150,227
42874,Mount Warrigal Public School,Warilla,NSW,2528,Government,Primary,http://www.mtwarrigal-p.schools.nsw.edu.au,"U, P-6",23.3,8.2,223,98,125
42875,Hayes Park Public School,Kanahooka,NSW,2530,Government,Primary,http://www.hayespark-p.schools.nsw.edu.au,"U, K-6",29.1,5,541,259,282
42876,Bradfordville Public School,Goulburn,NSW,2580,Government,Primary,http://www.bradfordvi-p.schools.nsw.edu.au,K-6,13.9,2.5,256,119,137
42877,Koonawarra Public School,Dapto,NSW,2530,Government,Primary,http://www.koonawarra-p.schools.nsw.edu.au,"U, P-6",17.7,6.5,228,118,110
42878,Mount Brown Public School,Dapto,NSW,2530,Government,Primary,http://www.mountbrown-p.schools.nsw.edu.au,K-6,20.9,3.2,385,183,202
42879,Wollondilly Public School,Goulburn,NSW,2580,Government,Primary,http://www.wollondill-p.schools.nsw.edu.au/,"U, K-6",23.2,4.5,303,134,169
42880,Berinba Public School,Yass,NSW,2582,Government,Primary,http://www.berinba-p.schools.nsw.edu.au,"U, K-6",19.9,5.9,297,146,151
42881,Figtree Heights Public School,Figtree,NSW,2525,Government,Primary,http://www.figtreehts-p.schools.nsw.edu.au,K-6,13.1,2.3,240,123,117
42882,Flinders Public School,Flinders,NSW,2529,Government,Primary,http://www.flinders-p.schools.nsw.edu.au,K-6,30.1,4.1,554,278,276
42883,Sanctuary Point Public School,Sanctuary Point,NSW,2540,Government,Primary,http://www.sancturypt-p.schools.nsw.edu.au,"U, K-6",29.1,9.8,489,233,256
42884,Culburra Public School,Culburra Beach,NSW,2540,Government,Primary,http://www.culburra-p.schools.nsw.edu.au,K-6,13.8,4.9,212,103,109
42885,Minnamurra Public School,Minnamurra,NSW,2533,Government,Primary,http://www.minnamurra-p.schools.nsw.edu.au,K-6,20.6,3.2,405,204,201
42886,Nareena Hills Public School,Figtree,NSW,2525,Government,Primary,http://www.nareenahil-p.schools.nsw.edu.au,K-6,15.4,2.6,296,155,141
42887,Barrack Heights Public School,Barrack Heights,NSW,2528,Government,Primary,http://www.barrackht-p.schools.nsw.edu.au,"U, K-6",16.7,5.6,251,105,146
42888,Sunshine Bay Public School,Batehaven,NSW,2536,Government,Primary,http://www.sunshineba-p.schools.nsw.edu.au,"U, K-6",17.3,3.9,313,167,146
42889,Vincentia Public School,Vincentia,NSW,2540,Government,Primary,http://www.vincentia-p.schools.nsw.edu.au,K-6,21,2.9,330,169,161
42890,Mount Terry Public School,Albion Park,NSW,2527,Government,Primary,http://www.mtterry-p.schools.nsw.edu.au,K-6,39.5,4.7,752,351,401
42891,Broulee Public School,Broulee,NSW,2537,Government,Primary,http://www.broulee-p.schools.nsw.edu.au,K-6,19.6,2.9,362,169,193
42892,North Nowra Public School,North Nowra,NSW,2541,Government,Primary,http://www.northnowra-p.schools.nsw.edu.au,"U, K-6",16.8,5.4,220,113,107
42893,Callala Public School,Callala Bay,NSW,2540,Government,Primary,http://www.callala-p.schools.nsw.edu.au,K-6,11.4,2.5,209,98,111
42894,Jerrabomberra Public School,Jerrabomberra,NSW,2619,Government,Primary,http://www.jerra-p.schools.nsw.edu.au,"U, K-6",47.5,6.9,918,491,427
42895,Shell Cove Public School,Shell Cove,NSW,2529,Government,Primary,http://www.shellcove-p.schools.nsw.edu.au,K-6,29.8,4.1,560,287,273
42896,Tullimbar Public School,Tullimbar,NSW,2527,Government,Primary,http://www.tullimbar-p.schools.nsw.edu.au,"U, K-6",20.6,6.7,304,137,167
42897,Highlands School,Mittagong,NSW,2575,Government,Special,http://www.highlands-s.schools.nsw.edu.au,U,8.9,7.8,31,2,29
42898,The Crescent School,Goulburn,NSW,2580,Government,Special,http://www.crescent-s.schools.nsw.edu.au/,U,11.3,10.9,65,20,45
42899,Para Meadows School,North Wollongong,NSW,2500,Government,Special,http://www.parameadow-s.schools.nsw.edu.au,U,24.5,20.3,108,30,78
42900,Peterborough School,Warilla,NSW,2528,Government,Special,http://www.peterboro-s.schools.nsw.edu.au,U,17.9,16.1,94,31,63
42901,Tangara School,Mittagong,NSW,2575,Government,Special,http://www.tangara-s.schools.nsw.edu.au,U,6.8,6.2,30,12,18
42902,Havenlee School,North Nowra,NSW,2541,Government,Special,http://www.havenlee-s.schools.nsw.edu.au,U,11.1,10.8,56,19,37
42903,Budawang School,Ulladulla,NSW,2539,Government,Special,http://www.budawang-s.schools.nsw.edu.au,U,6.8,6.2,35,12,23
42904,Bowral High School,Bowral,NSW,2576,Government,Secondary,http://www.bowral-h.schools.nsw.edu.au/,"U, 7-12",63.6,14.9,859,413,446
42905,Goulburn High School,Goulburn,NSW,2580,Government,Secondary,http://www.goulburn-h.schools.nsw.edu.au,"U, 7-12",55.6,13.9,654,309,345
42906,Wollongong High School of the Performing Arts,Fairy Meadow,NSW,2519,Government,Secondary,http://www.wollongong-h.schools.nsw.edu.au,"U, 7-12",83.7,17.4,1155,718,437
42907,Bega High School,Bega,NSW,2550,Government,Secondary,http://www.bega-h.schools.nsw.edu.au,"U, 7-12",64.9,18.7,749,404,345
42908,Kiama High School,Kiama,NSW,2533,Government,Secondary,http://www.kiama-h.schools.nsw.edu.au,"U, 7-12",74.6,13.6,1071,551,520
42909,Corrimal High School,Corrimal,NSW,2518,Government,Secondary,http://www.corrimal-h.schools.nsw.edu.au,"U, 7-12",42,12,326,130,196
42910,Monaro High School,Cooma North,NSW,2630,Government,Secondary,http://www.monaro-h.schools.nsw.edu.au,"U, 7-12",45.8,11.8,462,212,250
42911,Nowra High School,Nowra,NSW,2541,Government,Secondary,http://www.nowra-h.schools.nsw.edu.au,"U, 7-12",73,19.4,959,493,466
42912,Dapto High School,Dapto,NSW,2530,Government,Secondary,http://www.dapto-h.schools.nsw.edu.au,"U, 7-12",70.1,16,907,435,472
42913,Illawarra Sports High School,Berkeley,NSW,2506,Government,Secondary,http://www.illawaspor-h.schools.nsw.edu.au,"U, 7-12",61.6,14.7,691,273,418
42914,Queanbeyan High School,Queanbeyan,NSW,2620,Government,Secondary,http://www.queanbeyan-h.schools.nsw.edu.au,"U, 7-12",52.7,16.1,522,254,268
42915,Yass High School,Yass,NSW,2582,Government,Secondary,http://www.yass-h.schools.nsw.edu.au,"U, 7-12",45.7,11.7,495,253,242
42916,Moruya High School,Moruya,NSW,2537,Government,Secondary,http://www.moruya-h.schools.nsw.edu.au,"U, 7-12",58.9,15.5,581,262,319
42917,Moss Vale High School,Moss Vale,NSW,2577,Government,Secondary,http://www.mossvale-h.schools.nsw.edu.au,"U, 7-12",53.8,13.9,645,309,336
42918,Woonona High School,Woonona,NSW,2517,Government,Secondary,http://www.woonona-h.schools.nsw.edu.au,"U, 7-12",50.5,10.3,642,295,347
42919,Warilla High School,Barrack Heights,NSW,2528,Government,Secondary,http://www.warilla-h.schools.nsw.edu.au,"U, 7-12",88.5,19.8,1211,562,649
42920,Bomaderry High School,Bomaderry,NSW,2541,Government,Secondary,http://www.bomaderry-h.schools.nsw.edu.au,"U, 7-12",58.8,14.7,690,345,345
42921,Figtree High School,Figtree,NSW,2525,Government,Secondary,http://www.figtree-h.schools.nsw.edu.au,"U, 7-12",77.5,18.8,936,436,500
42922,Crookwell High School,Crookwell,NSW,2583,Government,Secondary,http://www.crookwell-h.schools.nsw.edu.au,"U, 7-12",27,6.8,236,130,106
42923,Mulwaree High School,Goulburn,NSW,2580,Government,Secondary,http://www.mulwaree-h.schools.nsw.edu.au,"U, 7-12",65.6,14.5,837,409,428
42924,Lake Illawarra High School,Lake Illawarra,NSW,2528,Government,Secondary,http://www.lakeillawa-h.schools.nsw.edu.au,"U, 7-12",53.5,16.1,569,283,286
42925,Warrawong High School,Warrawong,NSW,2502,Government,Secondary,http://www.warrawong-h.schools.nsw.edu.au,"U, 7-12",68.6,22.1,597,303,294
42926,Bombala High School,Bombala,NSW,2632,Government,Secondary,http://www.bombala-h.schools.nsw.edu.au,7-12,15.4,5.4,123,65,58
42927,Eden Marine High School,Eden,NSW,2551,Government,Secondary,http://www.edenmarine-h.schools.nsw.edu.au,"U, 7-12",54,13.9,617,294,323
42928,Kanahooka High School,Kanahooka,NSW,2530,Government,Secondary,http://www.kanahooka-h.schools.nsw.edu.au,"U, 7-12",56.4,14.9,589,283,306
42929,Ulladulla High School,Ulladulla,NSW,2539,Government,Secondary,http://www.ulladulla-h.schools.nsw.edu.au,"U, 7-12",89.6,23.4,1208,610,598
42930,Karabar High School,Queanbeyan,NSW,2620,Government,Secondary,http://www.karabarhigh.com.au,"U, 7-12",167.1,30.9,1118,582,536
42931,Narooma High School,Narooma,NSW,2546,Government,Secondary,http://www.narooma-h.schools.nsw.edu.au,"U, 7-12",45.3,13.8,437,203,234
42932,Keira High School,Fairy Meadow,NSW,2519,Government,Secondary,http://www.keira-h.schools.nsw.edu.au,"U, 7-12",71.8,15.8,929,435,494
42933,Smiths Hill High School,Wollongong,NSW,2500,Government,Secondary,http://www.smithshill-h.schools.nsw.edu.au,7-12,54.4,9.7,745,331,414
42934,Shoalhaven High School,Nowra,NSW,2541,Government,Secondary,http://www.shoalhaven-h.schools.nsw.edu.au,"U, 7-12",60.1,18.9,632,313,319
42935,Batemans Bay High School,Batehaven,NSW,2536,Government,Secondary,http://www.batemansba-h.schools.nsw.edu.au,"U, 7-12",60.8,16.9,658,332,326
42936,Albion Park High School,Albion Park,NSW,2527,Government,Secondary,http://www.albionpk-h.schools.nsw.edu.au,"U, 7-12",65.1,16.1,772,387,385
42937,Vincentia High School,Vincentia,NSW,2540,Government,Secondary,http://www.vincentia-h.schools.nsw.edu.au,"U, 7-12",86.6,25.6,1047,496,551
42938,Bulli High School,Bulli,NSW,2516,Government,Secondary,http://www.bulli-h.schools.nsw.edu.au,"U, 7-12",63.4,13.9,870,418,452
42939,Oak Flats High School,Oak Flats,NSW,2529,Government,Secondary,http://www.oakflats-h.schools.nsw.edu.au,"U, 7-12",68.5,17.7,753,378,375
42940,Alma Public School,Broken Hill,NSW,2880,Government,Primary,http://www.alma-p.schools.nsw.edu.au,"U, P-6",20.2,6.4,247,127,120
42941,Ballimore Public School,Ballimore,NSW,2830,Government,Primary,http://www.ballimore-p.schools.nsw.edu.au,K-6,1.7,1,16,11,5
42942,Baradine Central School,Baradine,NSW,2396,Government,Combined,http://www.baradine-c.schools.nsw.edu.au,K-12,12.4,4.9,109,48,61
42943,Bathurst Public School,Bathurst,NSW,2795,Government,Primary,http://www.bathurst-p.schools.nsw.edu.au,"U, K-6",41.4,9.4,562,253,309
42944,Bedgerebong Public School,Bedgerabong,NSW,2871,Government,Primary,http://www.bedgerebon-p.schools.nsw.edu.au,K-6,3.8,1.4,48,22,26
42945,Binnaway Central School,Binnaway,NSW,2395,Government,Combined,http://www.binnaway-c.schools.nsw.edu.au,K-12,9.4,3.5,59,30,29
42946,Blayney Public School,Blayney,NSW,2799,Government,Primary,http://www.blayney-p.schools.nsw.edu.au,"U, K-6",18.4,4.6,300,134,166
42947,Bogan Gate Public School,Bogan Gate,NSW,2876,Government,Primary,http://www.bogangate-p.schools.nsw.edu.au,K-6,2.5,0.8,12,2,10
42948,Bourke Public School,Bourke,NSW,2840,Government,Primary,http://www.bourke-p.schools.nsw.edu.au,"U, K-6",21.6,7.5,233,120,113
42949,Brewarrina Central School,Brewarrina,NSW,2839,Government,Combined,http://www.brewarrina-c.schools.nsw.edu.au,"U, K-12",16.3,8,145,65,80
42950,Broken Hill Public School,Broken Hill,NSW,2880,Government,Primary,http://www.brokenhill-p.schools.nsw.edu.au,P-6,12.3,3.4,173,84,89
42951,Broken Hill North Public School,Broken Hill,NSW,2880,Government,Primary,http://www.brokenhiln-p.schools.nsw.edu.au,"U, K-6",20.6,8.1,249,121,128
